From_SCATS,To_SCATS,Distance_km
0970,3122,5.386069692784536
3122,0970,5.386069692784536
0970,3122,5.422936337774611
3122,0970,5.422936337774611
0970,3126,4.433803992987044
3126,0970,4.433803992987044
0970,3126,4.402006265157318
3126,0970,4.402006265157318
0970,3126,4.43403972033963
3126,0970,4.43403972033963
0970,3127,4.851845139351928
3127,0970,4.851845139351928
0970,3127,4.8147133188485896
3127,0970,4.8147133188485896
0970,3127,4.839059105299957
3127,0970,4.839059105299957
0970,3180,7.940285274841935
3180,0970,7.940285274841935
0970,3180,7.915389735610961
3180,0970,7.915389735610961
0970,3180,7.936179697433223
3180,0970,7.936179697433223
0970,3662,8.625890893219674
3662,0970,8.625890893219674
0970,3662,8.595879011484186
3662,0970,8.595879011484186
0970,3662,8.600407980258385
3662,0970,8.600407980258385
0970,3662,8.643275723689442
3662,0970,8.643275723689442
0970,3682,3.4032377115088455
3682,0970,3.4032377115088455
0970,3682,3.3423345074082085
3682,0970,3.3423345074082085
0970,3682,3.286724184629455
3682,0970,3.286724184629455
0970,3682,3.3447290379524293
3682,0970,3.3447290379524293
0970,3685,1.417194920438409
3685,0970,1.417194920438409
0970,3685,1.3962248362881882
3685,0970,1.3962248362881882
0970,3685,1.3656647535001158
3685,0970,1.3656647535001158
0970,3804,4.583305276730081
3804,0970,4.583305276730081
0970,3804,4.533669537101639
3804,0970,4.533669537101639
0970,3804,4.532903908421219
3804,0970,4.532903908421219
0970,3804,4.57765470032664
3804,0970,4.57765470032664
0970,3812,4.2888281636578185
3812,0970,4.2888281636578185
0970,3812,4.257577355142844
3812,0970,4.257577355142844
0970,3812,4.30812219308979
3812,0970,4.30812219308979
0970,3812,4.335711914510421
3812,0970,4.335711914510421
0970,4030,8.373816690766935
4030,0970,8.373816690766935
0970,4030,8.406474380463752
4030,0970,8.406474380463752
0970,4030,8.504867516531597
4030,0970,8.504867516531597
0970,4032,7.737817529755523
4032,0970,7.737817529755523
0970,4032,7.690186732742731
4032,0970,7.690186732742731
0970,4032,7.684775129152373
4032,0970,7.684775129152373
0970,4032,7.728168656503174
4032,0970,7.728168656503174
0970,4034,6.829908591105724
4034,0970,6.829908591105724
0970,4034,6.770274858821187
4034,0970,6.770274858821187
0970,4034,6.765279956125026
4034,0970,6.765279956125026
0970,4034,6.809405509169162
4034,0970,6.809405509169162
0970,4035,6.2963893918440945
4035,0970,6.2963893918440945
0970,4035,6.264028353863991
4035,0970,6.264028353863991
0970,4035,6.130358999891218
4035,0970,6.130358999891218
0970,4035,6.188045096090163
4035,0970,6.188045096090163
0970,4040,5.022996138889461
4040,0970,5.022996138889461
0970,4040,4.962990097488132
4040,0970,4.962990097488132
0970,4040,4.960620243844524
4040,0970,4.960620243844524
0970,4040,4.973454149897067
4040,0970,4.973454149897067
0970,4040,5.021834626459702
4040,0970,5.021834626459702
0970,4040,5.046150334553037
4040,0970,5.046150334553037
0970,4043,4.13374872736354
4043,0970,4.13374872736354
0970,4043,4.083278181267102
4043,0970,4.083278181267102
0970,4043,4.107511978007021
4043,0970,4.107511978007021
0970,4043,4.166663763768187
4043,0970,4.166663763768187
0970,4051,8.355240122239367
4051,0970,8.355240122239367
0970,4051,8.357356376242803
4051,0970,8.357356376242803
0970,4051,8.385032214543287
4051,0970,8.385032214543287
0970,4057,7.051958171723279
4057,0970,7.051958171723279
0970,4057,6.961859725446505
4057,0970,6.961859725446505
0970,4057,6.908460194717713
4057,0970,6.908460194717713
0970,4057,7.0025068283645435
4057,0970,7.0025068283645435
0970,4063,6.008293947387681
4063,0970,6.008293947387681
0970,4063,5.963640376746698
4063,0970,5.963640376746698
0970,4063,5.931787917476128
4063,0970,5.931787917476128
0970,4063,5.990243884866491
4063,0970,5.990243884866491
0970,4262,8.466357731589508
4262,0970,8.466357731589508
0970,4263,7.680518666298019
4263,0970,7.680518666298019
0970,4263,7.625151874292362
4263,0970,7.625151874292362
0970,4263,7.654841023282978
4263,0970,7.654841023282978
0970,4263,7.748195614972579
4263,0970,7.748195614972579
0970,4264,7.0145307038360265
4264,0970,7.0145307038360265
0970,4264,6.9709111408089175
4264,0970,6.9709111408089175
0970,4264,6.981381730918329
4264,0970,6.981381730918329
0970,4264,7.04082652126473
4264,0970,7.04082652126473
0970,4266,14504.454087147784
4266,0970,14504.454087147784
0970,4266,6.300939547665308
4266,0970,6.300939547665308
0970,4266,6.314587486371994
4266,0970,6.314587486371994
0970,4266,6.361004255114946
4266,0970,6.361004255114946
0970,4270,6.672523077433709
4270,0970,6.672523077433709
0970,4270,6.595616601336323
4270,0970,6.595616601336323
0970,4270,6.591117171576828
4270,0970,6.591117171576828
0970,4270,6.694323659274415
4270,0970,6.694323659274415
0970,4272,5.602813133881458
4272,0970,5.602813133881458
0970,4272,5.612774259064849
4272,0970,5.612774259064849
0970,4272,5.641366280495609
4272,0970,5.641366280495609
0970,4273,4.839262898781585
4273,0970,4.839262898781585
0970,4273,4.710124800497315
4273,0970,4.710124800497315
0970,4321,8.28197703727428
4321,0970,8.28197703727428
0970,4321,8.26734456381499
4321,0970,8.26734456381499
0970,4321,8.279680123716078
4321,0970,8.279680123716078
0970,4321,8.329276847738985
4321,0970,8.329276847738985
0970,4324,8.04288790631539
4324,0970,8.04288790631539
0970,4324,8.046211649896678
4324,0970,8.046211649896678
0970,4324,8.096743202627186
4324,0970,8.096743202627186
0970,4335,8.424918295241712
4335,0970,8.424918295241712
0970,4335,8.42208772437112
4335,0970,8.42208772437112
0970,4812,7.9168247873721835
4812,0970,7.9168247873721835
0970,4812,7.935501397490103
4812,0970,7.935501397490103
0970,4812,8.030238420921595
4812,0970,8.030238420921595
0970,4821,9.516380380760161
4821,0970,9.516380380760161
0970,4821,9.499861101858288
4821,0970,9.499861101858288
0970,4821,9.500753575840902
4821,0970,9.500753575840902
0970,4821,9.521547140088808
4821,0970,9.521547140088808
0970,0970,0.05584007041880615
0970,0970,0.05584007041880615
0970,2000,1.7848787803870614
2000,0970,1.7848787803870614
0970,2000,1.7615019414270594
2000,0970,1.7615019414270594
0970,2000,1.7257488974564312
2000,0970,1.7257488974564312
0970,2000,1.7609752453412437
2000,0970,1.7609752453412437
0970,2200,5.7229590423797765
2200,0970,5.7229590423797765
0970,2200,5.6982067140881325
2200,0970,5.6982067140881325
0970,2200,5.665749312408672
2200,0970,5.665749312408672
0970,2200,5.7008502206968
2200,0970,5.7008502206968
0970,2820,9.689695522301017
2820,0970,9.689695522301017
0970,2820,9.717127460436146
2820,0970,9.717127460436146
0970,2825,9.355527637448258
2825,0970,9.355527637448258
0970,2827,9.69988188609276
2827,0970,9.69988188609276
0970,2827,9.566931534516478
2827,0970,9.566931534516478
0970,2827,9.508841845164758
2827,0970,9.508841845164758
0970,2827,9.667637653887754
2827,0970,9.667637653887754
0970,2846,3.0237674311131393
2846,0970,3.0237674311131393
0970,2846,2.976894264584262
2846,0970,2.976894264584262
0970,2846,3.0619295814189504
2846,0970,3.0619295814189504
0970,2846,3.0850833770479076
2846,0970,3.0850833770479076
0970,3001,8.47193400730913
3001,0970,8.47193400730913
0970,3001,8.438912894034303
3001,0970,8.438912894034303
0970,3001,8.463946357293093
3001,0970,8.463946357293093
0970,3001,8.511553726909401
3001,0970,8.511553726909401
0970,3002,8.172595002281765
3002,0970,8.172595002281765
0970,3002,8.12073306889548
3002,0970,8.12073306889548
0970,3002,8.135000846753949
3002,0970,8.135000846753949
0970,3002,8.189864952504898
3002,0970,8.189864952504898
0970,3120,5.824226509147365
3120,0970,5.824226509147365
0970,3120,5.777054265071073
3120,0970,5.777054265071073
0970,3120,5.780375045899763
3120,0970,5.780375045899763
0970,3120,5.828103562538373
3120,0970,5.828103562538373
0970,3122,5.404557745213277
3122,0970,5.404557745213277
0970,3122,5.3916233243266145
3122,0970,5.3916233243266145
0970,3122,5.428496490606778
3122,0970,5.428496490606778
0970,3126,4.467367405032125
3126,0970,4.467367405032125
0970,3126,4.435398685997209
3126,0970,4.435398685997209
0970,3126,4.4671754406885755
3126,0970,4.4671754406885755
0970,3127,4.868020039030472
3127,0970,4.868020039030472
0970,3127,4.8310398698164265
3127,0970,4.8310398698164265
0970,3127,4.8548071881175945
3127,0970,4.8548071881175945
0970,3180,7.964111882582323
3180,0970,7.964111882582323
0970,3180,7.939102299534412
3180,0970,7.939102299534412
0970,3180,7.959781593559715
3180,0970,7.959781593559715
0970,3662,8.61861659603604
3662,0970,8.61861659603604
0970,3662,8.58869910421918
3662,0970,8.58869910421918
0970,3662,8.592809322855578
3662,0970,8.592809322855578
0970,3662,8.635725953265974
3662,0970,8.635725953265974
0970,3682,3.436592893659576
3682,0970,3.436592893659576
0970,3682,3.376216143142539
3682,0970,3.376216143142539
0970,3682,3.320079317090025
3682,0970,3.320079317090025
0970,3682,3.3774223128982035
3682,0970,3.3774223128982035
0970,3685,1.4503516351952748
3685,0970,1.4503516351952748
0970,3685,1.4301635246573843
3685,0970,1.4301635246573843
0970,3685,1.3988130458820582
3685,0970,1.3988130458820582
0970,3804,4.5820512400481075
3804,0970,4.5820512400481075
0970,3804,4.532371399945113
3804,0970,4.532371399945113
0970,3804,4.531090644450897
3804,0970,4.531090644450897
0970,3804,4.575817265704522
3804,0970,4.575817265704522
0970,3812,4.283430548851395
3812,0970,4.283430548851395
0970,3812,4.251822009332685
3812,0970,4.251822009332685
0970,3812,4.3020729610561
3812,0970,4.3020729610561
0970,3812,4.329904091581402
3812,0970,4.329904091581402
0970,4030,8.386997479676944
4030,0970,8.386997479676944
0970,4030,8.418950524978523
4030,0970,8.418950524978523
0970,4030,8.517586626951505
4030,0970,8.517586626951505
0970,4032,7.748926203654983
4032,0970,7.748926203654983
0970,4032,7.701425464896793
4032,0970,7.701425464896793
0970,4032,7.695695018268207
4032,0970,7.695695018268207
0970,4032,7.73897395675732
4032,0970,7.73897395675732
0970,4034,6.837233474375827
4034,0970,6.837233474375827
0970,4034,6.777656972902937
4034,0970,6.777656972902937
0970,4034,6.772288226077617
4034,0970,6.772288226077617
0970,4034,6.816334648076669
4034,0970,6.816334648076669
0970,4035,6.300841128113091
4035,0970,6.300841128113091
0970,4035,6.268641278700795
4035,0970,6.268641278700795
0970,4035,6.133783758301955
4035,0970,6.133783758301955
0970,4035,6.191216798813689
4035,0970,6.191216798813689
0970,4040,5.017002402165442
4040,0970,5.017002402165442
0970,4040,4.957063122015826
4040,0970,4.957063122015826
0970,4040,4.954402369035431
4040,0970,4.954402369035431
0970,4040,4.966886089823864
4040,0970,4.966886089823864
0970,4040,5.015364896462273
4040,0970,5.015364896462273
0970,4040,5.039910108142714
4040,0970,5.039910108142714
0970,4043,4.113314596303897
4043,0970,4.113314596303897
0970,4043,4.062572749160358
4043,0970,4.062572749160358
0970,4043,4.0863983797847085
4043,0970,4.0863983797847085
0970,4043,4.145520827928233
4043,0970,4.145520827928233
0970,4051,8.37218959456824
4051,0970,8.37218959456824
0970,4051,8.37428256484216
4051,0970,8.37428256484216
0970,4051,8.401630181760067
4051,0970,8.401630181760067
0970,4057,7.074268046442616
4057,0970,7.074268046442616
0970,4057,6.984384306988279
4057,0970,6.984384306988279
0970,4057,6.930498605458054
4057,0970,6.930498605458054
0970,4057,7.0241606751742305
4057,0970,7.0241606751742305
0970,4063,6.028318657289787
4063,0970,6.028318657289787
0970,4063,5.9838513389716
4063,0970,5.9838513389716
0970,4063,5.951608211848604
4063,0970,5.951608211848604
0970,4063,6.009827922099679
4063,0970,6.009827922099679
0970,4262,8.44865790074079
4262,0970,8.44865790074079
0970,4263,7.665488314212883
4263,0970,7.665488314212883
0970,4263,7.610157338879198
4263,0970,7.610157338879198
0970,4263,7.639530091385298
4263,0970,7.639530091385298
0970,4263,7.732710764795129
4263,0970,7.732710764795129
0970,4264,7.002472517421823
4264,0970,7.002472517421823
0970,4264,6.958854439305825
4264,0970,6.958854439305825
0970,4264,6.968982115733592
4264,0970,6.968982115733592
0970,4264,7.028419231141183
4264,0970,7.028419231141183
0970,4266,14504.403415947698
4266,0970,14504.403415947698
0970,4266,6.292732203444692
4266,0970,6.292732203444692
0970,4266,6.306087593658684
4266,0970,6.306087593658684
0970,4266,6.352413751445184
4266,0970,6.352413751445184
0970,4270,6.65664973246806
4270,0970,6.65664973246806
0970,4270,6.579372955643901
4270,0970,6.579372955643901
0970,4270,6.5742232287051205
4270,0970,6.5742232287051205
0970,4270,6.677661393695894
4270,0970,6.677661393695894
0970,4272,5.591873979864414
4272,0970,5.591873979864414
0970,4272,5.601566245326654
4272,0970,5.601566245326654
0970,4272,5.630170684847624
4272,0970,5.630170684847624
0970,4273,4.815078824058379
4273,0970,4.815078824058379
0970,4273,4.68597271769445
4273,0970,4.68597271769445
0970,4321,8.287408349066236
4321,0970,8.287408349066236
0970,4321,8.272827186582
4321,0970,8.272827186582
0970,4321,8.284674178196019
4321,0970,8.284674178196019
0970,4321,8.334357053145817
4321,0970,8.334357053145817
0970,4324,8.039490100780224
4324,0970,8.039490100780224
0970,4324,8.04246475805931
4324,0970,8.04246475805931
0970,4324,8.09300448396533
4324,0970,8.09300448396533
0970,4335,8.421824321155057
4335,0970,8.421824321155057
0970,4335,8.419074146586594
4335,0970,8.419074146586594
0970,4812,7.89582938919994
4812,0970,7.89582938919994
0970,4812,7.914023252051142
4812,0970,7.914023252051142
0970,4812,8.00847987545186
4812,0970,8.00847987545186
0970,4821,9.500838831284588
4821,0970,9.500838831284588
0970,4821,9.484330623872525
4821,0970,9.484330623872525
0970,4821,9.485078847881661
4821,0970,9.485078847881661
0970,4821,9.50590252141221
4821,0970,9.50590252141221
0970,2000,1.7501481561209973
2000,0970,1.7501481561209973
0970,2000,1.7275020376625978
2000,0970,1.7275020376625978
0970,2000,1.6910367236953983
2000,0970,1.6910367236953983
0970,2000,1.7257263487836414
2000,0970,1.7257263487836414
0970,2200,5.6861384769277805
2200,0970,5.6861384769277805
0970,2200,5.66153019979488
2200,0970,5.66153019979488
0970,2200,5.628908294483398
2200,0970,5.628908294483398
0970,2200,5.663798414629401
2200,0970,5.663798414629401
0970,2820,9.634573820045873
2820,0970,9.634573820045873
0970,2820,9.661962729832892
2820,0970,9.661962729832892
0970,2825,9.305614929679967
2825,0970,9.305614929679967
0970,2827,9.654352259956802
2827,0970,9.654352259956802
0970,2827,9.521493737233643
2827,0970,9.521493737233643
0970,2827,9.463217229622945
2827,0970,9.463217229622945
0970,2827,9.621960689179378
2827,0970,9.621960689179378
0970,2846,2.977589856675689
2846,0970,2.977589856675689
0970,2846,2.9309076186360397
2846,0970,2.9309076186360397
0970,2846,3.0161813635800616
2846,0970,3.0161813635800616
0970,2846,3.0386017573848694
2846,0970,3.0386017573848694
0970,3001,8.416181092856862
3001,0970,8.416181092856862
0970,3001,8.383164196371462
3001,0970,8.383164196371462
0970,3001,8.408223589405177
3001,0970,8.408223589405177
0970,3001,8.455825534053524
3001,0970,8.455825534053524
0970,3002,8.11677827964465
3002,0970,8.11677827964465
0970,3002,8.064915886216765
3002,0970,8.064915886216765
0970,3002,8.079195222078585
3002,0970,8.079195222078585
0970,3002,8.134059395872667
3002,0970,8.134059395872667
0970,3120,5.769538808200324
3120,0970,5.769538808200324
0970,3120,5.722389708409114
3120,0970,5.722389708409114
0970,3120,5.725616498436717
3120,0970,5.725616498436717
0970,3120,5.77332216306355
3120,0970,5.77332216306355
0970,3122,5.351116372532275
3122,0970,5.351116372532275
0970,3122,5.338072604887779
3122,0970,5.338072604887779
0970,3122,5.374947134873328
3122,0970,5.374947134873328
0970,3126,4.4324603394930495
3126,0970,4.4324603394930495
0970,3126,4.40030292901484
3126,0970,4.40030292901484
0970,3126,4.431791761101358
3126,0970,4.431791761101358
0970,3127,4.819051268354929
3127,0970,4.819051268354929
0970,3127,4.782156928245492
3127,0970,4.782156928245492
0970,3127,4.805604986525294
3127,0970,4.805604986525294
0970,3180,7.920030056820216
3180,0970,7.920030056820216
0970,3180,7.894934997610957
3180,0970,7.894934997610957
0970,3180,7.91553074629128
3180,0970,7.91553074629128
0970,3662,8.562807497566132
3662,0970,8.562807497566132
0970,3662,8.532893594521724
3662,0970,8.532893594521724
0970,3662,8.536989453798423
3662,0970,8.536989453798423
0970,3662,8.579907540024472
3662,0970,8.579907540024472
0970,3682,3.401573927637811
3682,0970,3.401573927637811
0970,3682,3.3418015122225904
3682,0970,3.3418015122225904
0970,3682,3.2850787969065784
3682,0970,3.2850787969065784
0970,3682,3.341683170040658
3682,0970,3.341683170040658
0970,3685,1.4158429670091095
3685,0970,1.4158429670091095
0970,3685,1.396565806784648
3685,0970,1.396565806784648
0970,3685,1.3643423692303267
3685,0970,1.3643423692303267
0970,3804,4.526877890300874
3804,0970,4.526877890300874
0970,3804,4.477191239163915
3804,0970,4.477191239163915
0970,3804,4.475826743371501
3804,0970,4.475826743371501
0970,3804,4.520549060005223
3804,0970,4.520549060005223
0970,3812,4.227741542461945
3812,0970,4.227741542461945
0970,3812,4.196105554401178
3812,0970,4.196105554401178
0970,3812,4.246335608409236
3812,0970,4.246335608409236
0970,3812,4.27418338795465
3812,0970,4.27418338795465
0970,4030,8.336404186213144
4030,0970,8.336404186213144
0970,4030,8.368025785176638
4030,0970,8.368025785176638
0970,4030,8.466773576756063
4030,0970,8.466773576756063
0970,4032,7.69739939398314
4032,0970,7.69739939398314
0970,4032,7.649955528668656
4032,0970,7.649955528668656
0970,4032,7.644087917026282
4032,0970,7.644087917026282
0970,4032,7.68731753943939
4032,0970,7.68731753943939
0970,4034,6.784245073802144
4034,0970,6.784245073802144
0970,4034,6.7246893236966185
4034,0970,6.7246893236966185
0970,4034,6.719191459665402
4034,0970,6.719191459665402
0970,4034,6.763210363167249
4034,0970,6.763210363167249
0970,4035,6.246946795522954
4035,0970,6.246946795522954
0970,4035,6.2147939150320175
4035,0970,6.2147939150320175
0970,4035,6.079607584090572
4035,0970,6.079607584090572
0970,4035,6.136973448594303
4035,0970,6.136973448594303
0970,4040,4.961265702297841
